,Airport,Degree,Strength,Cluster_Coefficient,Average Length,Max Length,EigenVector Centrality,Betweenness,PageRank
315,BJZ,1,1.0,,5.91987409,13.0,0.00952371,0.0,6e-05
316,BKC,2,2.0,1.0,6.72564956,14.0,2.626e-05,0.0,0.00014507
317,BKI,23,23.0,0.23715415,5.24014179,11.0,0.03301944,37257.49368553,0.00089724
318,BKK,102,102.0,0.16268686,4.77290345,11.0,0.32942567,227485.39889291,0.00306508
319,BKO,19,19.0,0.26900585,5.23248568,12.0,0.03522576,29551.54844336,0.00065106
320,BKQ,3,3.0,1.0,6.17671961,11.0,0.00096729,0.0,0.00018028
321,BKS,1,1.0,,6.25248426,12.0,0.00107921,0.0,7.213e-05
322,BKW,2,2.0,1.0,5.53726401,13.0,0.00935189,0.0,0.00010317
323,BKX,2,2.0,0.0,5.63050175,13.0,0.00689366,3616.0,0.0001558
324,BKZ,1,1.0,,7.1629704,14.0,8.568e-05,0.0,7.88e-05
325,BLA,10,10.0,0.37777778,5.92841319,13.0,0.00625641,654.49054759,0.0003792
326,BLE,3,3.0,1.0,5.39971295,12.0,0.02036575,0.0,0.00010513
327,BLF,2,2.0,1.0,5.53726401,13.0,0.00935189,0.0,0.00010317
328,BLG,1,1.0,,7.22315238,13.0,1.845e-05,0.0,8.354e-05
329,BLI,2,2.0,1.0,5.72041023,13.0,0.00580443,0.0,0.00010917
330,BLJ,3,3.0,1.0,5.24734474,12.0,0.02335426,0.0,0.00010377
331,BLK,4,4.0,0.66666667,5.86758187,13.0,0.00985396,0.41911765,0.00011739
332,BLL,17,17.0,0.50735294,5.25851055,12.0,0.12520757,2603.75361537,0.00042207
333,BLQ,28,28.0,0.57936508,5.25903274,12.0,0.2158139,525.45989966,0.00055938
334,BLR,15,15.0,0.46666667,5.75268519,11.0,0.02797475,804.86183099,0.00042765
335,BLT,2,2.0,1.0,6.1767176,11.0,0.00094979,0.0,0.00013607
336,BLV,2,2.0,1.0,5.45766202,13.0,0.01927793,0.0,7.808e-05
337,BLZ,6,6.0,0.73333333,5.6608008,12.0,0.00920162,1677.99680508,0.00024645
338,BMD,3,3.0,0.66666667,6.18630364,13.0,0.00054295,2.25,0.00018037
339,BME,8,8.0,0.28571429,5.95467623,12.0,0.00183239,15445.53254437,0.00045702
340,BMI,6,6.0,0.8,5.52942317,13.0,0.04140678,7.54963177,0.00015929
341,BMO,2,2.0,1.0,7.32105036,13.0,1.59e-05,0.0,0.00016043
342,BMP,2,2.0,0.0,6.86130216,12.0,8.275e-05,0.33333333,0.00013001
343,BMU,2,2.0,1.0,6.33089799,12.0,0.00077608,0.0,0.0001127
344,BMV,2,2.0,1.0,6.27496968,12.0,0.00101617,0.0,0.00011823
345,BMW,1,1.0,,7.22960121,14.0,8.482e-05,0.0,7.447e-05
346,BMY,1,1.0,,7.2645727,13.0,5.14e-06,0.0,0.00010168
347,BNA,47,47.0,0.68732655,4.93719773,12.0,0.27286554,416.15479477,0.00092948
348,BNC,2,2.0,0.0,7.75132243,15.0,4.81e-06,3616.0,0.00024167
349,BND,9,9.0,0.41666667,5.7266945,12.0,0.01414534,1395.37770188,0.00029059
350,BNE,58,58.0,0.12038717,5.17675183,10.0,0.05252395,254438.38385853,0.00250971
351,BNK,5,5.0,1.0,5.88272088,11.0,0.00254646,0.0,0.0002274
352,BNN,3,3.0,0.66666667,6.38197949,13.0,0.00030169,0.25,0.00016146
353,BNP,1,1.0,,6.76784673,13.0,0.00063373,0.0,6.973e-05
354,BNS,1,1.0,,6.27363912,13.0,0.00351174,0.0,6.817e-05
355,BNX,3,3.0,1.0,5.22231059,12.0,0.02820083,0.0,9.478e-05
356,BNY,2,2.0,1.0,7.16974108,11.0,2.127e-05,0.0,0.00018869
357,BOA,2,2.0,1.0,7.19582863,14.0,1.073e-05,0.0,0.00018445
358,BOB,5,5.0,0.7,6.07003319,13.0,0.00047257,2.0,0.00029749
359,BOC,3,3.0,1.0,5.92125267,13.0,0.0019704,0.0,0.00016577
360,BOD,25,25.0,0.57666667,5.06864237,12.0,0.12947565,279.86159317,0.00051063
361,BOG,49,49.0,0.18962585,4.96186636,12.0,0.13915042,98003.84881226,0.00174663
362,BOH,1,1.0,,5.86113945,13.0,0.00567564,0.0,6.11e-05
363,BOI,17,17.0,0.64705882,5.15658797,12.0,0.07590679,2069.3235255,0.00045377
364,BOJ,3,3.0,1.0,5.39955279,12.0,0.01533024,0.0,0.00011124
365,BOM,66,66.0,0.1958042,4.69225064,11.0,0.21789116,75619.91694962,0.00191716
366,BON,6,6.0,0.6,5.1641596,12.0,0.04113492,28.79560057,0.00016294
367,BOO,15,15.0,0.18095238,6.25980293,13.0,0.00574121,23237.9654024,0.00077301
368,BOS,87,87.0,0.29564288,4.67890919,12.0,0.43783336,57336.99180948,0.00196007
369,BOV,3,3.0,0.33333333,7.72565614,12.0,2.84e-06,1796.66666667,0.00023888
370,BOX,2,2.0,0.0,8.12559748,13.0,3.1e-07,3.75,0.00020149
371,BOY,3,3.0,1.0,6.24171978,13.0,0.00345277,0.0,0.00011604
372,BPD,3,3.0,0.66666667,7.72651198,12.0,2.74e-06,1795.71190476,0.00024589
373,BPN,9,9.0,0.25,5.74364836,11.0,0.00694816,32935.87253588,0.00043151
374,BPS,6,6.0,0.86666667,5.77115974,13.0,0.00749797,1.86671843,0.00022454
375,BPT,2,2.0,1.0,5.58842035,13.0,0.0173684,0.0,8.17e-05
376,BPX,2,2.0,1.0,6.69328051,12.0,0.00075187,0.0,9.017e-05
377,BPY,2,2.0,1.0,7.19080611,14.0,2.533e-05,0.0,0.00013375
378,BQB,2,2.0,1.0,5.95893076,12.0,0.00079969,0.0,0.00014142
379,BQL,2,2.0,0.0,7.18409028,12.0,2.521e-05,5752.42933301,0.00018639
380,BQN,1,1.0,,5.59445372,13.0,0.01422723,0.0,5.994e-05
381,BQS,3,3.0,0.33333333,5.96726132,13.0,0.00242868,2.34709763,0.00011983
382,BQW,2,2.0,0.0,6.94615263,13.0,1.976e-05,4946.96564745,0.00018916
383,BRA,3,3.0,0.66666667,6.61208592,14.0,0.0006578,20.29417989,0.00015204
384,BRC,9,9.0,0.33333333,5.5728047,13.0,0.0038362,4568.42821168,0.00042624
385,BRD,3,3.0,0.0,5.63037771,13.0,0.00689801,5422.33333333,0.00022048
386,BRE,24,24.0,0.71376812,5.25317297,12.0,0.18928505,139.02606423,0.00045053
387,BRI,5,5.0,0.6,5.19163818,12.0,0.0300195,0.78657219,0.00013333
388,BRK,2,2.0,0.0,7.88924907,14.0,1e-06,0.5,0.00018369
389,BRL,3,3.0,0.33333333,5.46816062,13.0,0.01913343,3616.0,0.00015156
390,BRM,7,7.0,0.52380952,5.92762899,13.0,0.00598921,22.78034197,0.000265
391,BRN,10,10.0,0.84444444,5.21007988,12.0,0.10477108,58.1653216,0.00022027
392,BRO,1,1.0,,5.58321402,13.0,0.00852544,0.0,6.113e-05
393,BRQ,1,1.0,,6.28778308,13.0,0.00752382,0.0,5.91e-05
394,BRR,2,2.0,1.0,6.06414432,13.0,0.0030623,0.0,0.00010191
395,BRS,19,19.0,0.50877193,5.23502509,12.0,0.11067293,278.47105825,0.00040743
396,BRT,1,1.0,,6.73772443,12.0,0.00026408,0.0,8.45e-05
397,BRU,137,137.0,0.1963289,4.63758443,12.0,0.65105404,75380.79931613,0.00277132
398,BRW,6,6.0,0.26666667,5.72089342,13.0,0.00151946,12624.33547009,0.00038154
399,BSA,1,1.0,,7.76709406,14.0,1.156e-05,0.0,9.375e-05
400,BSB,27,27.0,0.18518519,5.75628692,13.0,0.01031439,20280.81577767,0.00105073
401,BSC,1,1.0,,6.95927259,14.0,4.89e-05,0.0,9.547e-05
402,BSD,1,1.0,,6.38327954,12.0,0.00081144,0.0,6.424e-05
403,BSK,3,3.0,1.0,5.24378092,12.0,0.02500376,0.0,0.00010461
404,BSO,2,2.0,0.0,6.71734075,12.0,7.644e-05,0.5,0.00016655
405,BTH,8,8.0,0.35714286,6.2490095,12.0,0.00157942,32.06141533,0.00035574
406,BTI,2,2.0,1.0,6.76811523,14.0,0.00015563,0.0,0.00014887
407,BTJ,1,1.0,,6.7674668,12.0,0.00020127,0.0,7.608e-05
408,BTK,5,5.0,0.5,5.39825926,12.0,0.01592172,3.08333333,0.0001804
409,BTM,3,3.0,1.0,5.67516267,13.0,0.01014849,0.0,0.00011856
410,BTR,10,10.0,0.86666667,5.51279839,13.0,0.05661517,11.59731935,0.00023082
411,BTS,8,8.0,0.67857143,5.11662654,12.0,0.05392971,69.00479971,0.00019786
412,BTT,3,3.0,1.0,6.74765896,14.0,0.0001334,0.0,0.00021142
413,BTU,6,6.0,0.6,6.22316891,12.0,0.00103847,3669.03231827,0.00029705
414,BTV,10,10.0,0.6,5.56802741,13.0,0.06596684,2064.72653198,0.00024525
415,BUA,3,3.0,0.66666667,6.72704931,11.0,0.00015136,1792.0,0.00021449
416,BUC,2,2.0,1.0,8.18695219,13.0,6e-07,0.0,0.00017921
417,BUD,50,50.0,0.55918367,4.64603994,12.0,0.37576451,4647.45732097,0.00100675
418,BUE,76,76.0,0.08596491,4.59017777,12.0,0.18103098,255006.22729173,0.00298984
419,BUF,24,24.0,0.76811594,5.67355899,13.0,0.1489701,601.97526187,0.00049153
420,BUH,50,50.0,0.40897959,5.37101248,12.0,0.31901464,28026.8622791,0.0011742
421,BUL,4,4.0,0.5,6.72644396,11.0,0.00015674,107.35238095,0.0002763
422,BUN,1,1.0,,6.86558072,14.0,0.0002463,0.0,8.157e-05
423,BUO,3,3.0,0.33333333,6.76710769,13.0,0.00065077,3616.0,0.00018457
424,BUQ,2,2.0,1.0,5.66108426,12.0,0.00605578,0.0,9.915e-05
425,BUR,10,10.0,0.91111111,5.09143508,12.0,0.05155155,0.34196311,0.00025266
426,BUS,1,1.0,,5.40842025,12.0,0.01034316,0.0,6.481e-05
427,BUX,1,1.0,,8.75128205,16.0,9e-08,0.0,0.00014417
428,BUZ,3,3.0,1.0,5.73563398,12.0,0.01172332,0.0,0.00011257
429,BVB,2,2.0,0.0,6.83169984,14.0,0.00047312,41.46783204,0.0001118
430,BVC,2,2.0,1.0,6.19258112,13.0,0.00180767,0.0,0.00011535
431,BVE,1,1.0,,5.28322669,12.0,0.01598316,0.0,6.235e-05
432,BVG,5,5.0,0.6,8.26721657,15.0,4.26e-06,2.02142857,0.0002763
433,BVH,2,2.0,0.0,6.77026944,14.0,9.625e-05,3616.0,0.00018979
434,BVI,2,2.0,0.0,9.18217735,14.0,1e-08,5.83333333,0.00022931
435,BVS,4,4.0,0.66666667,6.87827764,14.0,0.00022504,1794.02681125,0.00023928
436,BWA,1,1.0,,6.48434021,12.0,0.00118458,0.0,7.192e-05
437,BWD,1,1.0,,5.59874886,13.0,0.00884296,0.0,6.202e-05
438,BWI,64,64.0,0.4578373,4.76968495,12.0,0.32217644,4184.28177028,0.00126941
439,BWN,19,19.0,0.49122807,5.38391244,11.0,0.04575701,6419.65312311,0.00061629
440,BWQ,2,2.0,0.0,6.8890947,13.0,2.79e-05,1807.0,0.00017298
441,BWT,1,1.0,,5.80353982,12.0,0.00074715,0.0,7.625e-05
442,BXN,4,4.0,1.0,5.25727281,12.0,0.05181812,0.0,0.00011379
443,BXR,1,1.0,,6.1231271,13.0,0.00440033,0.0,6.751e-05
444,BXU,1,1.0,,5.71725971,11.0,0.00215058,0.0,7.638e-05
445,BXX,2,2.0,1.0,6.76034465,13.0,0.00051735,0.0,0.00010357
446,BXZ,2,2.0,1.0,7.72476192,12.0,3e-06,0.0,0.00017478
447,BYA,2,2.0,1.0,7.74748986,15.0,2.37e-06,0.0,0.00019802
448,BYC,1,1.0,,6.58643674,14.0,0.00051711,0.0,7.564e-05
449,BYM,1,1.0,,5.80006202,13.0,0.00381542,0.0,6.565e-05
450,BYN,3,3.0,0.66666667,6.44220264,13.0,0.00051658,0.5,0.00021671
451,BYU,2,2.0,1.0,5.35152969,12.0,0.01764937,0.0,0.0001031
452,BYW,3,3.0,0.66666667,6.72081977,14.0,0.0002196,0.92619048,0.0001785
453,BZE,13,13.0,0.24358974,5.56837017,13.0,0.03258698,22533.74963469,0.00050618
454,BZG,1,1.0,,6.27122367,13.0,0.00666804,0.0,5.935e-05
455,BZI,1,1.0,,6.28154956,13.0,0.00306243,0.0,6.923e-05
456,BZL,1,1.0,,5.82609759,12.0,0.00243033,0.0,6.606e-05
457,BZN,5,5.0,0.8,5.65978783,13.0,0.02291039,35.47608225,0.00017118
458,BZO,2,2.0,1.0,5.36958768,12.0,0.02856538,0.0,7.797e-05
459,BZR,1,1.0,,5.28322669,12.0,0.01598316,0.0,6.235e-05
460,BZV,10,10.0,0.51111111,5.18942306,12.0,0.02314579,1634.48188913,0.00031381
461,BZZ,1,1.0,,10.65085465,18.0,0.0,0.0,0.0001505
462,CAB,2,2.0,0.0,7.23949357,14.0,0.00010714,3616.0,0.00017835
463,CAC,4,4.0,0.5,5.77232326,13.0,0.00498779,3.16666667,0.00019649
464,CAE,10,10.0,1.0,5.6253297,13.0,0.09028058,0.0,0.00022948
465,CAG,11,11.0,0.6,5.14668076,12.0,0.04550986,3.43220654,0.00024499
466,CAI,82,82.0,0.29569407,4.67195729,11.0,0.42473733,53903.51935444,0.00186
467,CAJ,4,4.0,0.66666667,6.27276621,13.0,0.00369374,1799.50454729,0.00018927
468,CAK,11,11.0,0.85454545,5.55724888,13.0,0.08501755,125.95045188,0.00025327
469,CAL,1,1.0,,6.06421706,13.0,0.00300609,0.0,6.27e-05
470,CAN,80,80.0,0.17120253,4.8574861,11.0,0.07635577,49712.17976243,0.00201751
471,CAP,4,4.0,0.33333333,6.51704432,14.0,0.0013267,73.03716752,0.0002006
472,CAQ,1,1.0,,6.86236474,14.0,0.00028088,0.0,7.919e-05
473,CAS,49,49.0,0.29506803,5.23231038,12.0,0.25502147,17344.90540839,0.00114281
474,CAW,1,1.0,,5.95408879,13.0,0.00197602,0.0,6.717e-05
475,CAY,9,9.0,0.13888889,5.27858287,12.0,0.01803595,17405.41162379,0.00041899
476,CAZ,3,3.0,0.33333333,6.88908023,13.0,2.841e-05,1808.0,0.00024253
477,CBB,6,6.0,0.53333333,5.56019643,13.0,0.00396949,3274.53756774,0.00028515
478,CBE,2,2.0,1.0,5.81738468,13.0,0.00721785,0.0,0.00010767
479,CBG,1,1.0,,5.20989396,12.0,0.01520017,0.0,5.922e-05
480,CBH,7,7.0,0.57142857,6.23504418,13.0,0.00563915,3.27083333,0.00023006
481,CBL,2,2.0,1.0,6.27349016,13.0,0.00357818,0.0,0.00010979
482,CBO,1,1.0,,5.71725971,11.0,0.00215058,0.0,7.638e-05
483,CBR,6,6.0,0.73333333,5.86069988,11.0,0.00357456,35.68224728,0.0002687
484,CCF,4,4.0,0.66666667,5.19842498,12.0,0.03732823,25.41255165,0.0001302
485,CCJ,13,13.0,0.47435897,5.7273005,12.0,0.02468565,173.87542824,0.00033771
486,CCK,2,2.0,0.0,5.95889571,12.0,0.00078599,1804.75,0.00014913
487,CCM,3,3.0,1.0,5.77441633,13.0,0.00492297,0.0,0.00014228
488,CCP,8,8.0,0.35714286,6.64799577,14.0,0.00176234,6574.24533791,0.00039634
489,CCS,53,53.0,0.18287373,5.27366598,12.0,0.1977134,90472.88876177,0.00166553
490,CCU,32,32.0,0.16733871,4.91559868,11.0,0.05669245,37273.70201253,0.00110252
491,CCV,5,5.0,0.5,6.85304011,12.0,9.378e-05,3620.8,0.00032258
492,CDB,8,8.0,0.10714286,5.73023641,13.0,0.00146652,18073.5,0.00067919
493,CDC,1,1.0,,6.01869908,13.0,0.00404403,0.0,6.443e-05
494,CDD,1,1.0,,8.5771276,16.0,7.4e-07,0.0,0.00012734
495,CDR,2,2.0,1.0,5.81796589,13.0,0.00620734,0.0,0.0001161
496,CDV,2,2.0,0.0,5.72977309,13.0,0.00139112,630.49636054,0.00016032
497,CEB,16,16.0,0.25,5.24727997,11.0,0.02938478,7253.77779545,0.00065072
498,CEC,2,2.0,1.0,5.2585562,12.0,0.0076487,0.0,9.124e-05
499,CED,1,1.0,,6.62086056,12.0,0.00034509,0.0,8.546e-05
500,CEE,2,2.0,0.0,5.40705072,12.0,0.010445,105.53515595,0.00011338
501,CEH,2,2.0,1.0,6.64771047,13.0,0.0001998,0.0,0.0001445
502,CEI,2,2.0,1.0,5.77255414,12.0,0.00620611,0.0,0.00010122
503,CEK,5,5.0,0.7,5.40378019,12.0,0.0195648,5.34799886,0.00016068
504,CEM,2,2.0,0.0,7.74789701,15.0,4.57e-06,0.5,0.00018824
505,CEN,7,7.0,0.66666667,5.87676428,13.0,0.00811891,20.45870522,0.00020874
506,CEQ,1,1.0,,6.2653273,13.0,0.00583089,0.0,5.957e-05
507,CER,1,1.0,,5.28322669,12.0,0.01598316,0.0,6.235e-05
508,CEZ,1,1.0,,5.81798729,13.0,0.00609709,0.0,6.676e-05
509,CFE,25,25.0,0.36666667,5.21173904,12.0,0.10683542,11978.46203408,0.00066014
510,CFG,2,2.0,1.0,5.4149919,13.0,0.01310942,0.0,8.605e-05
511,CFN,1,1.0,,5.86113945,13.0,0.00567564,0.0,6.11e-05
512,CFR,2,2.0,0.0,6.20550601,13.0,0.00683441,0.57217287,8.094e-05
513,CFS,7,7.0,0.66666667,5.88282256,11.0,0.00261642,48.26839827,0.00032056
514,CFU,3,3.0,0.33333333,5.37518024,12.0,0.01784185,1.65771914,0.00010021
515,CGA,2,2.0,1.0,6.71442816,14.0,0.00010749,0.0,0.00019354
516,CGB,12,12.0,0.18181818,5.7703514,13.0,0.00541705,32320.7414232,0.00062862
517,CGD,2,2.0,0.0,5.85767853,12.0,0.00178487,0.56584787,8.076e-05
518,CGI,1,1.0,,5.72990568,13.0,0.00689552,0.0,6.106e-05
519,CGN,48,48.0,0.46276596,5.30673366,12.0,0.2960067,1901.45165182,0.00091709
520,CGO,27,27.0,0.62393162,5.64907056,12.0,0.02821009,691.49712537,0.00058244
521,CGP,7,7.0,0.61904762,5.73978764,12.0,0.02112971,182.0295501,0.00021927
522,CGQ,15,15.0,0.6,5.38630362,12.0,0.025114,189.11605481,0.00034403
523,CGR,7,7.0,0.42857143,5.76928894,13.0,0.00521374,3623.16666667,0.00032081
524,CGY,2,2.0,1.0,5.71378719,11.0,0.0026725,0.0,0.00011095
525,CHA,5,5.0,1.0,5.45032272,13.0,0.0429107,0.0,0.00013457
526,CHC,20,20.0,0.25263158,5.22628257,11.0,0.02089875,22021.5322141,0.00084125
527,CHG,3,3.0,0.33333333,5.66514688,12.0,0.00639457,20.87754197,0.0001055
528,CHI,184,184.0,0.13417676,4.49000716,12.0,0.68866292,290639.84924374,0.00406115
529,CHO,6,6.0,1.0,5.56704312,13.0,0.0530857,0.0,0.00015235
530,CHP,2,2.0,0.0,6.74771526,14.0,0.0001287,1807.5,0.00017268
531,CHQ,2,2.0,1.0,5.42750897,12.0,0.0115584,0.0,8.375e-05
532,CHS,14,14.0,1.0,5.6851871,13.0,0.11948855,0.0,0.00030208
533,CHT,2,2.0,1.0,6.23621712,12.0,0.00046758,0.0,0.0001162
534,CHU,2,2.0,0.0,6.72612222,14.0,2.52e-05,3613.5,0.00019585
535,CHX,3,3.0,1.0,5.92125267,13.0,0.0019704,0.0,0.00016577
536,CHY,2,2.0,1.0,8.1695814,12.0,4e-07,0.0,0.00018362
537,CIC,1,1.0,,5.25522556,12.0,0.00741286,0.0,6.151e-05
538,CID,9,9.0,0.94444444,5.48277414,13.0,0.05870708,2.53456626,0.00022423
539,CIF,4,4.0,0.66666667,5.66294368,12.0,0.00632569,1.11111111,0.00014041
540,CIH,3,3.0,0.66666667,5.66240333,12.0,0.00626055,0.72564103,0.00010982
541,CIJ,2,2.0,0.0,6.87145179,14.0,0.00019703,824.12166756,0.00014497
542,CIK,2,2.0,1.0,7.74800447,15.0,4.83e-06,0.0,0.00014924
543,CIO,2,2.0,0.0,6.56856012,14.0,0.00018474,3616.0,0.00018025
544,CIP,2,2.0,1.0,6.64573586,13.0,0.00018996,0.0,0.00013413
545,CIT,1,1.0,,5.89733069,13.0,0.00236896,0.0,6.417e-05
546,CIW,2,2.0,1.0,6.30606355,13.0,0.00057174,0.0,0.00010649
547,CIX,3,3.0,0.33333333,5.96352028,13.0,0.00214664,3616.0,0.00020865
548,CJA,2,2.0,1.0,5.96349475,13.0,0.00214665,0.0,0.0001195
549,CJB,5,5.0,0.9,5.66192916,12.0,0.00717297,0.125,0.00015606
550,CJC,2,2.0,1.0,6.64053948,14.0,0.00159926,0.0,0.00011546
551,CJJ,1,1.0,,6.42511628,13.0,0.00050676,0.0,7.061e-05
552,CJL,1,1.0,,6.76784673,13.0,0.00063373,0.0,6.973e-05
553,CJS,8,8.0,0.75,5.89027071,13.0,0.01111003,1.24686147,0.00021521
554,CJT,1,1.0,,5.81540274,13.0,0.00461702,0.0,6.537e-05
555,CJU,17,17.0,0.25735294,5.42513843,12.0,0.02853089,4287.42463768,0.00058307
556,CKB,2,2.0,1.0,5.8179137,13.0,0.00738106,0.0,9.609e-05
557,CKD,2,2.0,0.0,7.72589685,15.0,4.6e-07,1.0,0.00021356
558,CKG,41,41.0,0.41829268,5.42673784,12.0,0.04367952,2725.56572183,0.00086702
559,CKI,2,2.0,1.0,6.73771434,12.0,0.00026885,0.0,0.00014696
560,CKL,1,1.0,,6.41675776,13.0,0.00020122,0.0,8.003e-05
561,CKS,2,2.0,1.0,6.75191253,14.0,0.0001904,0.0,0.0001199
562,CKX,2,2.0,1.0,7.74748986,15.0,2.37e-06,0.0,0.00019802
563,CKY,11,11.0,0.52727273,5.25165442,12.0,0.04479654,248.32612533,0.00029179
564,CLD,2,2.0,1.0,5.17989345,12.0,0.01541734,0.0,8.36e-05
565,CLE,77,77.0,0.37286398,4.79596901,12.0,0.34639678,3990.68980851,0.00151896
566,CLJ,7,7.0,0.66666667,5.31672233,12.0,0.05478955,324.37306737,0.00018343
567,CLL,3,3.0,1.0,5.58840267,13.0,0.01768806,0.0,0.00011262
568,CLM,3,3.0,1.0,5.72061803,13.0,0.00591136,0.0,0.00015103
569,CLO,17,17.0,0.22058824,5.86560494,13.0,0.01386713,15612.68403345,0.00080214
570,CLP,2,2.0,1.0,6.7284698,14.0,2.566e-05,0.0,0.00019719
571,CLQ,2,2.0,1.0,5.83682907,13.0,0.00507953,0.0,8.73e-05
572,CLT,100,100.0,0.24080808,4.82920871,12.0,0.39243577,44278.31899213,0.00226067
573,CLY,4,4.0,0.83333333,5.22154086,12.0,0.03085769,0.08823529,0.00011775
574,CMA,2,2.0,0.0,8.17597356,13.0,3.1e-07,3616.0,0.00026322
575,CMB,32,32.0,0.54637097,4.95661575,11.0,0.20150747,9890.92041062,0.00073021
576,CMD,1,1.0,,7.88949144,14.0,4.6e-07,0.0,0.00014651
577,CME,5,5.0,0.5,5.79624575,13.0,0.00571297,2.78888889,0.00018723
578,CMF,1,1.0,,5.28322669,12.0,0.01598316,0.0,6.235e-05
579,CMG,1,1.0,,6.76924806,14.0,9.261e-05,0.0,8.041e-05
580,CMH,29,29.0,0.94334975,4.93534201,12.0,0.20916363,18.15928059,0.00059021
581,CMI,4,4.0,1.0,5.52695884,13.0,0.02812906,0.0,0.00012153
582,CMJ,2,2.0,1.0,6.2365303,12.0,0.00066806,0.0,0.00010815
583,CMK,2,2.0,1.0,6.65904154,13.0,0.00035969,0.0,0.00011388
584,CMU,1,1.0,,6.72784941,11.0,0.00014842,0.0,9.124e-05
585,CMW,3,3.0,1.0,5.18517827,12.0,0.01826034,0.0,0.00011778
586,CMX,3,3.0,1.0,5.5493275,13.0,0.01548008,0.0,0.00010991
587,CNB,2,2.0,0.0,6.88908023,13.0,2.789e-05,7230.0,0.00020349
588,CNC,5,5.0,0.6,7.14316175,12.0,1.657e-05,9.58888889,0.0003105
589,CND,4,4.0,1.0,5.18505568,12.0,0.03806355,0.0,0.00012285
590,CNJ,4,4.0,0.5,6.17476149,11.0,0.00098507,5081.92710676,0.00025204
591,CNM,4,4.0,0.66666667,5.58007393,13.0,0.0118889,3.23333333,0.00015709
592,CNP,1,1.0,,6.36838672,13.0,0.00016604,0.0,9.52e-05
593,CNQ,2,2.0,1.0,5.59009338,13.0,0.00327358,0.0,0.00013026
594,CNS,35,35.0,0.10588235,5.14307346,10.0,0.02480944,137164.64894668,0.00174309
595,CNX,14,14.0,0.23076923,5.28549319,11.0,0.01998252,17171.67058036,0.00056354
596,CNY,1,1.0,,6.01869908,13.0,0.00404403,0.0,6.443e-05
597,COC,1,1.0,,5.59012151,13.0,0.00321543,0.0,7.49e-05
598,COD,2,2.0,1.0,5.83447953,13.0,0.01014112,0.0,8.973e-05
599,COJ,1,1.0,,6.88963682,13.0,2.572e-05,0.0,0.00011577
600,COK,17,17.0,0.5,5.73932976,12.0,0.0347192,200.62340851,0.0004245
601,COO,16,16.0,0.475,5.22875786,12.0,0.04767105,2019.5360426,0.00043865
602,COQ,1,1.0,,6.44223009,13.0,0.00049854,0.0,8.893e-05
603,COR,19,19.0,0.21637427,5.56727948,13.0,0.01666733,1741.68157689,0.00075145
604,COS,12,12.0,1.0,5.07023493,12.0,0.0900159,0.0,0.00029358
605,COU,3,3.0,0.66666667,5.46571746,13.0,0.01950559,23.98318377,0.00010775
606,CPB,1,1.0,,6.86236474,14.0,0.00028088,0.0,7.919e-05
607,CPC,4,4.0,1.0,5.57676212,13.0,0.00365041,0.0,0.00018683
608,CPD,2,2.0,1.0,6.62084762,12.0,0.00035133,0.0,0.00014863
609,CPE,3,3.0,0.66666667,5.8137404,13.0,0.0090546,6.98449168,0.00011758
610,CPH,107,107.0,0.21812731,4.38876568,11.0,0.51996908,177094.10614259,0.00251765
611,CPI,3,3.0,0.33333333,7.72681148,12.0,2.85e-06,4799.57619048,0.00024442
612,CPO,4,4.0,0.5,6.64056864,14.0,0.0016287,3616.0,0.00024159
613,CPQ,13,13.0,0.38461538,5.77707388,13.0,0.00857012,103.16457624,0.00047882
614,CPR,2,2.0,1.0,5.83447953,13.0,0.01014112,0.0,8.973e-05
615,CPT,19,19.0,0.19298246,5.122936,12.0,0.05865273,19731.3932481,0.00070593
616,CPV,2,2.0,1.0,6.82641957,14.0,0.00047741,0.0,0.00010773
617,CQS,1,1.0,,7.76099565,15.0,1.69e-06,0.0,0.00012266
618,CRD,11,11.0,0.21818182,5.58764453,13.0,0.00366239,19314.05175935,0.00059702
619,CRI,2,2.0,1.0,6.03713668,13.0,0.00248941,0.0,0.00012199
620,CRM,1,1.0,,5.71725971,11.0,0.00215058,0.0,7.638e-05
621,CRP,4,4.0,1.0,5.60879107,13.0,0.03150771,0.0,0.00011896
622,CRW,10,10.0,0.97777778,5.49747512,13.0,0.07756103,0.11111111,0.00022633
623,CSG,4,4.0,0.83333333,5.52058107,13.0,0.02328067,3.03292125,0.00012919
624,CSI,2,2.0,1.0,5.88968044,12.0,0.00147385,0.0,0.00013293
625,CSK,2,2.0,1.0,6.18474132,13.0,0.00216553,0.0,0.00011123
626,CSL,3,3.0,1.0,5.19745646,12.0,0.0228302,0.0,0.00010366
627,CSX,31,31.0,0.58064516,5.65011682,12.0,0.02931649,368.67807171,0.00063896
628,CSZ,1,1.0,,6.590009,14.0,5.713e-05,0.0,0.00011474
629,CTA,16,16.0,0.69166667,5.21335638,12.0,0.12337223,9.51246662,0.00032137
630,CTC,3,3.0,1.0,5.57885677,13.0,0.00357497,0.0,0.00015142
631,CTD,2,2.0,1.0,5.92126923,13.0,0.00193477,0.0,0.00012493
632,CTG,13,13.0,0.38461538,5.86550572,13.0,0.01372935,11194.05393284,0.00054533
633,CTL,3,3.0,0.33333333,6.17663772,11.0,0.00095009,8696.57066699,0.00022333
634,CTM,3,3.0,0.66666667,5.81017405,13.0,0.00953193,28.70702462,0.00011885
